Log Time,Period(ms),Service,Operation
2018-07-18 14:22:02,24,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:22:02,14,CommonService,statusRejectWS/getRejectList/H610053FR0
2018-07-18 14:22:03,3,CommonService,WorkflowWS/logout
2018-07-18 14:22:03,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810105
2018-07-18 14:22:04,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810104
2018-07-18 14:22:05,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810106
2018-07-18 14:22:07,35,CommonService,userParameterConfigWS/searchUserByEmployeeId/810107
2018-07-18 14:22:08,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810108
2018-07-18 14:22:08,30,CommonService,WorkflowWS/getDefaultPoolList/home-loan/approve-055
2018-07-18 14:22:12,29,CommonService,userParameterConfigWS/searchUserByEmployeeId/810109
2018-07-18 14:22:12,3,CommonService,dropdownWS/getDropdown/BOD_TYPE
2018-07-18 14:22:13,8,CommonService,relationshipWS/findIndirectPerson
2018-07-18 14:22:25,9,CommonService,relationshipWS/findIndirectPerson
2018-07-18 14:22:25,14,CommonService,statusRejectWS/getRejectList/H6100510R0
2018-07-18 14:22:26,12,CommonService,statusRejectWS/getRejectList/H610053FR0
2018-07-18 14:22:26,1,CommonService,dropdownWS/getDropdown/HL_EDUCATION
2018-07-18 14:22:26,7,CommonService,dropdownWS/getDropdown/HL_MARITAL
2018-07-18 14:22:27,15,CommonService,dropdownWS/getDropdown/RESIDENT_STATUS
2018-07-18 14:22:27,17,CommonService,dropdownWS/getDropdown/HL_FACULTY
2018-07-18 14:22:27,41,CommonService,dropdownWS/getDropdown/HL_FACULTY_MAJOR
2018-07-18 14:22:27,53,CommonService,dropdownWS/getDropdown/HL_EDU_INST
2018-07-18 14:22:27,95,CommonService,addressWS/getAllAddress
2018-07-18 14:22:58,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810109
2018-07-18 14:23:09,77,CommonService,userParameterConfigWS/saveUser
2018-07-18 14:23:22,34,CommonService,UnsecureWS/login
2018-07-18 14:23:23,10,CommonService,messageCodeWS/getAllMessage
2018-07-18 14:23:23,75,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:23:46,3,CommonService,WorkflowWS/logout
2018-07-18 14:24:13,3,CommonService,WorkflowWS/logout
2018-07-18 14:24:18,29,CommonService,UnsecureWS/login
2018-07-18 14:24:19,54,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:24:21,62,CommonService,WorkflowWS/openCaseByAppNo/H6100537R0
2018-07-18 14:24:22,15,CommonService,statusRejectWS/getRejectList/H6100537R0
2018-07-18 14:24:31,22,CommonService,statusRejectWS/getRejectList/H6100537R0
2018-07-18 14:24:31,91,CommonService,applicationCaseWS/getCreditorsTable/H6100537R0
2018-07-18 14:24:31,95,CommonService,applicationCaseWS/getApproverTable/H6100537R0/approve-020
