Log Time,Period(ms),Service,Operation
2018-07-10 18:17:37,3,CommonService,dropdownWS/getDropdown/SECOND_HAND_HOME_TYPE_CODE
2018-07-10 18:17:37,3,CommonService,dropdownWS/getDropdown/HL_RESIDENT_TYPE
2018-07-10 18:17:37,2,CommonService,ConfMrtaValidationWS/getConfMrtaValidation
2018-07-10 18:17:37,874,CommonService,addressWS/getAllAddress
2018-07-10 18:17:39,2740,CommonService,ConfHousingGradeWS/getConfHousingGrade
2018-07-10 18:17:44,2,CommonService,ConfMrtaValidationWS/getConfMrtaValidation
2018-07-10 18:17:57,7,CommonService,applicationCaseWS/applicationExternalService/H6100488R0/AP/DE/0
2018-07-10 18:17:59,697,CommonService,decisionEngineWS/getPolicy/home-loan/H6100488R0/undefined
2018-07-10 18:18:03,3,CommonService,WorkflowWS/logout
2018-07-10 18:18:12,24,CommonService,UnsecureWS/login
2018-07-10 18:18:12,23,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:18:23,67,CommonService,WorkflowWS/openCaseByAppNo/H610034DR0
2018-07-10 18:18:26,14,CommonService,statusRejectWS/getRejectList/H610034DR0
2018-07-10 18:19:09,2,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-10 18:20:03,373,CommonService,applicationCaseWS/getAppointmentInfo/H610034DR0
2018-07-10 18:20:04,18,CommonService,applicationCaseWS/getAppointmentFromAppointmentTable/H610034DR0
2018-07-10 18:20:05,2,CommonService,dropdownWS/getDropdown/DISBURSEMENT_BY
2018-07-10 18:20:05,2,CommonService,dropdownWS/getDropdown/DISBURSEMENT_TYPE
2018-07-10 18:20:05,8,CommonService,applicationCaseWS/getWitness1ForDsa/810167
2018-07-10 18:20:05,8,CommonService,applicationCaseWS/getWitness2ForDsa
2018-07-10 18:20:14,6,CommonService,dropdownWS/getDropdown/HL_DOC_REG
2018-07-10 18:20:14,7,CommonService,dropdownWS/getDropdown/HL_WORK_POSITION
2018-07-10 18:20:14,14,CommonService,relationshipWS/getCustomerWealthOther/H6100488R0/5082
2018-07-10 18:20:14,4,CommonService,relationshipWS/getCustomerWealthAsset/H6100488R0/5082
2018-07-10 18:20:14,16,CommonService,relationshipWS/getCustomerWealthKbank/H6100488R0/5082
2018-07-10 18:20:20,6443,CommonService,addressWS/getAllAddress
2018-07-10 18:20:43,2,CommonService,dropdownWS/getDropdown/HL_PRODUCT_ALL
2018-07-10 18:20:43,2,CommonService,dropdownWS/getConfValueList/CTR_COLL_MAIN_TYPE
2018-07-10 18:20:43,6,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:20:43,47,CommonService,dropdownWS/getDropdown/CTR_COLLATERAL_SUB_TYPE
2018-07-10 18:20:43,2,CommonService,dropdownWS/getDropdown/CTR_ASSET_TYPE
2018-07-10 18:20:43,2,CommonService,dropdownWS/getDropdown/CTR_ASSET_GROUP
